userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
user709,Password!709,MN,Eagan Senior High School,Eagan,MN,3.2,2025,Financial Mathematics,,700,620,23,26,18,24,23,,,,,,,,,,2
user710,Password!710,WI,Whitefish Bay High School,Whitefish Bay,WI,3.5,2027,Health Teacher Education,,590,700,28,24,23,27,26,,,,,,,,,,2
user711,Password!711,KS,Blue Valley North High School,Overland Park,KS,3.3,2026,Natural Resources and Conservation,,660,640,23,23,26,25,24,,,,,,,,,,1
user712,Password!712,MO,Parkway Central High School,Chesterfield,MO,3.5,2024,French Studies,,680,670,27,22,24,26,25,,,,,,,,,,2
user713,Password!713,MO,Parkway Central High School,Chesterfield,MO,3.5,2026,Legal Studies,,610,700,27,27,24,23,25,,,,,,,,,,2
user714,Password!714,CA,Canyon Crest Academy,San Diego,CA,3.7,2024,Environmental Health,,570,660,24,22,24,27,24,,,,,,,,,,1
user715,Password!715,NY,Brooklyn Technical High School,Brooklyn,NY,3.4,2025,Environmental Biology,,680,690,28,24,24,23,25,,,,,,,,,,1
user716,Password!716,OH,Madeira High School,Cincinnati,OH,3.4,2025,Russian Language and Literature,,690,670,26,24,22,24,24,,,,,,,,,,1
user717,Password!717,CA,Canyon Crest Academy,San Diego,CA,3.3,2024,Developmental Biology and Embryology,,690,690,26,27,23,23,25,,,,,,,,,,1
user718,Password!718,MA,Lexington High School,Lexington,MA,3.4,2027,Sign Language Interpretation and Translation,,600,710,25,26,26,27,26,,,,,,,,,,2
user719,Password!719,AR,Haas Hall Academy,Fayetteville,AR,3.4,2025,"Scandinavian Languages, Literatures, and Linguistics",,740,630,29,27,27,24,27,,,,,,,,,,2
user720,Password!720,KS,Blue Valley North High School,Overland Park,KS,3.5,2024,Chemical and Biomolecular Engineering,,680,680,24,22,26,29,25,,,,,,,,,,2
user721,Password!721,CO,Fairview High School,Boulder,CO,3.6,2026,Spanish Language Teacher Education,,680,710,22,27,23,22,24,,,,,,,,,,1
user722,Password!722,OH,Madeira High School,Cincinnati,OH,3.6,2026,Dairy Science,,680,770,21,26,27,24,25,,,,,,,,,,2
user723,Password!723,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2025,Exercise Physiology,,730,630,24,27,22,23,24,,,,,,,,,,2
user724,Password!724,SC,Academic Magnet High School,North Charleston,SC,3.3,2025,Liberal Arts and Sciences/Liberal Studies,,680,690,20,28,21,24,23,,,,,,,,,,2
user725,Password!725,KY,The Gatton Academy,Bowling Green,KY,3.6,2024,Aquatic Biology/Limnology,,680,660,23,25,27,29,26,,,,,,,,,,2
user726,Password!726,MN,Eagan Senior High School,Eagan,MN,3.4,2026,Applied and Professional Ethics,,660,760,24,26,30,24,26,,,,,,,,,,1
user727,Password!727,WA,Bellevue High School,Bellevue,WA,3.4,2025,Applied Mathematics,,540,640,27,25,26,30,27,,,,,,,,,,2
user728,Password!728,CA,Canyon Crest Academy,San Diego,CA,3.6,2024,Journalism,,540,770,24,26,27,26,26,,,,,,,,,,2
user729,Password!729,WA,Bellevue High School,Bellevue,WA,3.3,2027,Art Teacher Education,,680,610,25,23,22,24,24,,,,,,,,,,2
user730,Password!730,MO,Parkway Central High School,Chesterfield,MO,3.4,2024,Medical/Health Management and Clinical Assistant/Specialist,,680,630,25,22,24,27,25,,,,,,,,,,2
user731,Password!731,NY,Brooklyn Technical High School,Brooklyn,NY,3.3,2027,CAD/CADD Drafting and/or Design Technology/Technician,,680,630,26,26,25,27,26,,,,,,,,,,2
user732,Password!732,NH,Hanover High School,Hanover,NH,3.6,2027,Mathematics,,580,720,24,23,22,23,23,,,,,,,,,,2
user733,Password!733,NH,Hanover High School,Hanover,NH,3.3,2027,Plant Protection and Integrated Pest Management,,690,560,24,25,20,22,23,,,,,,,,,,2
user734,Password!734,VA,McLean High School,McLean,VA,3.6,2025,Intermedia/Multimedia,,640,620,27,29,26,26,27,,,,,,,,,,2
user735,Password!735,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.6,2025,Diesel Mechanics Technology/Technician,,690,670,27,24,30,26,27,,,,,,,,,,1
user736,Password!736,MN,Eagan Senior High School,Eagan,MN,3.4,2025,Food Science,,710,650,27,23,24,24,25,,,,,,,,,,2
user737,Password!737,AL,Mt Brook High School,Mountain Brook,AL,3.6,2024,Asian History,,690,640,29,24,27,24,26,,,,,,,,,,2
user738,Password!738,KS,Blue Valley North High School,Overland Park,KS,3.5,2027,Operations Research,,680,610,27,25,24,27,26,,,,,,,,,,1
user739,Password!739,WI,Whitefish Bay High School,Whitefish Bay,WI,3.5,2027,Hebrew Language and Literature,,590,680,24,23,27,20,24,,,,,,,,,,2
user740,Password!740,SC,Academic Magnet High School,North Charleston,SC,3.4,2026,Audiology/Audiologist and Speech-Language Pathology/Pathologist,,640,620,24,27,28,25,26,,,,,,,,,,1
user741,Password!741,PA,Radnor Senior High School,Radnor,PA,3.5,2024,Biochemistry and Molecular Biology,,620,700,23,24,27,26,25,,,,,,,,,,2
user742,Password!742,AL,Mt Brook High School,Mountain Brook,AL,3.8,2026,Directing and Theatrical Production,,610,690,27,26,25,29,27,,,,,,,,,,2
user743,Password!743,AL,Mt Brook High School,Mountain Brook,AL,3.5,2026,Keyboard Instruments,,630,710,23,27,22,27,25,,,,,,,,,,2
user744,Password!744,OH,Madeira High School,Cincinnati,OH,3.7,2027,Accounting and Finance,,680,580,24,24,22,26,24,,,,,,,,,,2
user745,Password!745,SC,Academic Magnet High School,North Charleston,SC,3.5,2026,Insurance,,670,630,24,22,25,27,25,,,,,,,,,,1
user746,Password!746,KY,The Gatton Academy,Bowling Green,KY,3.6,2025,Ornamental Horticulture,,680,670,26,26,27,27,27,,,,,,,,,,1
user747,Password!747,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2027,English/Language Arts Teacher Education,,700,520,20,28,26,23,24,,,,,,,,,,2
user748,Password!748,OH,Madeira High School,Cincinnati,OH,3.6,2025,Paper Science and Engineering,,650,660,29,23,27,25,26,,,,,,,,,,1
user749,Password!749,NJ,Academy for Information Technology,Scotch Plains,NJ,3.4,2026,Computer and Information Sciences and Support Services,,680,670,26,27,26,26,26,,,,,,,,,,2
user750,Password!750,NY,Brooklyn Technical High School,Brooklyn,NY,3.4,2025,Acting,,680,630,23,21,28,29,25,,,,,,,,,,1
user751,Password!751,WI,Whitefish Bay High School,Whitefish Bay,WI,3.6,2027,"Computer Programming, Specific Applications",,690,660,26,23,27,28,26,,,,,,,,,,1
user752,Password!752,MI,International Academy,Bloomfield Hills,MI,3.8,2024,Technology Teacher Education/Industrial Arts Teacher Education,,580,660,22,23,28,24,24,,,,,,,,,,2
user753,Password!753,NY,Brooklyn Technical High School,Brooklyn,NY,3.7,2024,Graphic Communications,,610,640,23,27,21,22,23,,,,,,,,,,2
user754,Password!754,NM,Volcano Vista High School,Albuquerque,NM,3.4,2026,Housing and Human Environments,,640,680,24,29,18,25,24,,,,,,,,,,2
user755,Password!755,KS,Blue Valley North High School,Overland Park,KS,3.2,2026,International Relations and National Security Studies,,770,680,26,24,26,21,24,,,,,,,,,,1
user756,Password!756,AR,Haas Hall Academy,Fayetteville,AR,3.5,2026,Design and Visual Communications,,580,710,24,23,29,27,26,,,,,,,,,,1
user757,Password!757,NH,Hanover High School,Hanover,NH,3.5,2024,Game and Interactive Media Design,,620,570,24,24,25,25,25,,,,,,,,,,2
user758,Password!758,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.4,2026,Agricultural Teacher Education,,720,640,23,22,30,26,25,,,,,,,,,,2
user759,Password!759,WA,Bellevue High School,Bellevue,WA,3.6,2024,Learning Sciences,,690,640,26,25,21,27,25,,,,,,,,,,1
user760,Password!760,KY,The Gatton Academy,Bowling Green,KY,3.5,2024,Technical and Scientific Communication,,680,660,25,26,27,26,26,,,,,,,,,,1
user761,Password!761,MA,Lexington High School,Lexington,MA,3.3,2027,Entrepreneurship/Entrepreneurial Studies,,640,630,27,27,23,24,25,,,,,,,,,,2
user762,Password!762,CA,Canyon Crest Academy,San Diego,CA,3.7,2026,Mental and Social Health Services and Allied Professions,,710,540,23,27,26,29,26,,,,,,,,,,2
user763,Password!763,AL,Mt Brook High School,Mountain Brook,AL,3.5,2025,Hotel/Motel Administration/Management,,760,700,25,22,21,24,23,,,,,,,,,,1
user764,Password!764,AL,Mt Brook High School,Mountain Brook,AL,3.4,2025,Business Administration and Management,,690,700,20,26,24,26,24,,,,,,,,,,1
user765,Password!765,GA,Walton High School,Marietta,GA,3.3,2024,Pre-Physical Therapy Studies,,710,670,27,30,23,24,26,,,,,,,,,,1
user766,Password!766,KS,Blue Valley North High School,Overland Park,KS,3.5,2024,Bioinformatics,,690,680,26,29,26,27,27,,,,,,,,,,2
user767,Password!767,NH,Hanover High School,Hanover,NH,3.8,2025,Business/Commerce,,620,610,24,25,28,26,26,,,,,,,,,,2
user768,Password!768,OH,Madeira High School,Cincinnati,OH,3.4,2027,Painting,,580,680,24,23,23,27,24,,,,,,,,,,2
user769,Password!769,AL,Mt Brook High School,Mountain Brook,AL,3.5,2027,Voice and Opera,,680,620,26,25,24,22,24,,,,,,,,,,2
user770,Password!770,PA,Radnor Senior High School,Radnor,PA,3.5,2024,Critical Infrastructure Protection,,600,670,25,24,29,24,26,,,,,,,,,,1
user771,Password!771,NH,Hanover High School,Hanover,NH,3.5,2024,Optics/Optical Sciences,,700,690,26,24,26,29,26,,,,,,,,,,1
user772,Password!772,MI,International Academy,Bloomfield Hills,MI,3.6,2027,"Germanic Languages, Literatures, and Linguistics",,660,690,29,27,22,25,26,,,,,,,,,,1
user773,Password!773,MI,International Academy,Bloomfield Hills,MI,3.8,2024,French Language and Literature,,690,620,24,27,27,23,25,,,,,,,,,,2
user774,Password!774,AL,Mt Brook High School,Mountain Brook,AL,3.7,2025,International Finance,,520,650,29,26,21,23,25,,,,,,,,,,1
user775,Password!775,VA,McLean High School,McLean,VA,3.5,2026,Agricultural and Extension Education Services,,640,610,28,24,27,26,26,,,,,,,,,,1
user776,Password!776,KS,Blue Valley North High School,Overland Park,KS,3.4,2025,Humanities/Humanistic Studies,,680,660,27,23,28,26,26,,,,,,,,,,2
user777,Password!777,MA,Lexington High School,Lexington,MA,3.7,2025,Pre-Pharmacy Studies,,680,590,25,22,27,23,24,,,,,,,,,,2
user778,Password!778,OH,Madeira High School,Cincinnati,OH,3.5,2025,Medical Informatics,,690,660,25,27,27,28,27,,,,,,,,,,2
user779,Password!779,WI,Whitefish Bay High School,Whitefish Bay,WI,3.4,2027,Environmental/Environmental Health Engineering,,640,720,22,24,27,23,24,,,,,,,,,,1
user780,Password!780,CO,Fairview High School,Boulder,CO,3.8,2025,Biochemistry,,660,660,23,27,25,27,26,,,,,,,,,,2
user781,Password!781,OH,Madeira High School,Cincinnati,OH,3.4,2027,Civil Engineering,,710,540,23,25,26,25,25,,,,,,,,,,1
user782,Password!782,GA,Walton High School,Marietta,GA,3.7,2027,"Science, Technology and Society",,660,700,23,26,26,27,26,,,,,,,,,,2
user783,Password!783,AZ,BASIS Tucson North,Tucson,AZ,3.4,2024,Respiratory Care Therapy/Therapist,,670,680,28,29,28,29,29,,,,,,,,,,2
user784,Password!784,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.2,2024,Astronomy and Astrophysics,,640,610,27,23,25,25,25,,,,,,,,,,1
user785,Password!785,AZ,BASIS Tucson North,Tucson,AZ,3.4,2024,Rhetoric and Composition,,680,640,27,18,27,23,24,,,,,,,,,,1
user786,Password!786,PA,Radnor Senior High School,Radnor,PA,3.4,2026,Urban Forestry,,690,690,25,27,23,21,24,,,,,,,,,,2
user787,Password!787,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.5,2024,Nuclear Medical Technology/Technologist,,700,640,27,22,29,23,25,,,,,,,,,,1
user788,Password!788,WA,Bellevue High School,Bellevue,WA,3.4,2024,Human Computer Interaction,,660,660,24,23,23,24,24,,,,,,,,,,2
user789,Password!789,AR,Haas Hall Academy,Fayetteville,AR,3.5,2024,Plant Sciences,,640,690,22,23,25,23,23,,,,,,,,,,1
user790,Password!790,AR,Haas Hall Academy,Fayetteville,AR,3.4,2025,Anthropology,,680,680,28,26,24,24,26,,,,,,,,,,1
user791,Password!791,CA,Canyon Crest Academy,San Diego,CA,3.4,2027,Automobile/Automotive Mechanics Technology/Technician,,690,700,26,22,23,24,24,,,,,,,,,,2
user792,Password!792,TX,Carroll Senior High School,Southlake,TX,3.4,2024,Computer and Information Systems Security/Information Assurance,,620,600,22,28,27,20,24,,,,,,,,,,2
user793,Password!793,NY,Brooklyn Technical High School,Brooklyn,NY,3.2,2026,Business Statistics,,540,630,24,21,28,25,25,,,,,,,,,,1
user794,Password!794,NC,North Carolina School of Science and Mathematics,Durham,NC,3.6,2024,Computer Software and Media Applications,,680,690,26,27,27,23,26,,,,,,,,,,2
user795,Password!795,NY,Brooklyn Technical High School,Brooklyn,NY,3.4,2027,Tourism and Travel Services Marketing Operations,,690,680,24,25,24,26,25,,,,,,,,,,2
user796,Password!796,NY,Brooklyn Technical High School,Brooklyn,NY,3.5,2025,Business/Managerial Economics,,690,610,23,25,22,27,24,,,,,,,,,,2
user797,Password!797,WA,Bellevue High School,Bellevue,WA,3.6,2024,Conservation Biology,,630,690,24,27,30,20,25,,,,,,,,,,2
user798,Password!798,WA,Bellevue High School,Bellevue,WA,3.5,2027,Reading Teacher Education,,580,720,24,26,22,26,25,,,,,,,,,,1
user799,Password!799,TX,Carroll Senior High School,Southlake,TX,3.4,2025,Clinical Laboratory Science/Medical Technology/Technologist,,700,700,23,29,27,23,26,,,,,,,,,,2
user800,Password!800,AZ,BASIS Tucson North,Tucson,AZ,3.4,2027,Funeral Service and Mortuary Science,,620,700,22,22,28,26,25,,,,,,,,,,1
user801,Password!801,MA,Lexington High School,Lexington,MA,3.8,2025,"Water, Wetlands, and Marine Resources Management",,740,720,34,35,30,33,33,,,,,,,,,,4
user802,Password!802,CA,Canyon Crest Academy,San Diego,CA,3.9,2026,Cell/Cellular and Molecular Biology,,760,770,31,31,34,33,32,,,,,,,,,,5
user803,Password!803,OH,Madeira High School,Cincinnati,OH,3.9,2024,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics",,800,760,35,33,35,33,34,,,,,,,,,,5
user804,Password!804,OH,Madeira High School,Cincinnati,OH,3.9,2027,Hospitality and Recreation Marketing Operations,,770,770,32,32,33,33,33,,,,,,,,,,3
user805,Password!805,NJ,Academy for Information Technology,Scotch Plains,NJ,3.9,2025,"Classics and Classical Languages, Literatures, and Linguistics",,700,750,35,33,31,33,33,,,,,,,,,,4
user806,Password!806,WI,Whitefish Bay High School,Whitefish Bay,WI,3.8,2024,Bioengineering and Biomedical Engineering,,750,740,32,35,33,33,33,,,,,,,,,,3
user807,Password!807,TX,Carroll Senior High School,Southlake,TX,3.8,2026,Informatics,,720,760,31,36,31,33,33,,,,,,,,,,3
user808,Password!808,IL,Illinois Mathematics and Science Academy,Aurora,IL,4,2026,Human Computer Interaction,,720,700,35,32,34,33,34,,,,,,,,,,4
user809,Password!809,GA,Walton High School,Marietta,GA,3.8,2024,Technical Teacher Education,,760,710,36,31,32,33,33,,,,,,,,,,4
user810,Password!810,CA,Canyon Crest Academy,San Diego,CA,3.9,2024,Electrical and Electronic Engineering Technologies/Technicians,,750,780,33,30,35,33,33,,,,,,,,,,3
user811,Password!811,SC,Academic Magnet High School,North Charleston,SC,3.9,2025,American History,,730,780,33,30,33,33,32,,,,,,,,,,3
user812,Password!812,WA,Bellevue High School,Bellevue,WA,3.9,2025,Hospitality Administration/Management,,750,760,33,35,34,33,34,,,,,,,,,,5
user813,Password!813,MN,Eagan Senior High School,Eagan,MN,3.9,2025,Actuarial Science,,730,770,32,34,31,33,33,,,,,,,,,,4
user814,Password!814,VA,McLean High School,McLean,VA,3.9,2027,Mathematics,,750,750,34,33,32,33,33,,,,,,,,,,3
user815,Password!815,AL,Mt Brook High School,Mountain Brook,AL,4,2025,Geographic Information Science and Cartography,,750,690,32,32,32,33,32,,,,,,,,,,3
user816,Password!816,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.9,2025,Stringed Instruments,,780,730,32,33,33,33,33,,,,,,,,,,5
user817,Password!817,WA,Bellevue High School,Bellevue,WA,3.9,2026,Cell/Cellular Biology and Histology,,750,780,32,29,33,33,32,,,,,,,,,,3
user818,Password!818,NJ,Academy for Information Technology,Scotch Plains,NJ,3.8,2025,Microbiology,,710,740,34,30,30,33,32,,,,,,,,,,4
user819,Password!819,PA,Radnor Senior High School,Radnor,PA,3.8,2024,Machine Tool Technology/Machinist,,730,720,32,33,33,33,33,,,,,,,,,,3
user820,Password!820,MI,International Academy,Bloomfield Hills,MI,3.9,2025,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",,720,750,33,33,33,33,33,,,,,,,,,,4
user821,Password!821,PA,Radnor Senior High School,Radnor,PA,4,2025,Intermedia/Multimedia,,760,750,32,33,32,33,33,,,,,,,,,,5
user822,Password!822,CO,Fairview High School,Boulder,CO,3.8,2025,Massage Therapy/Therapeutic Massage,,710,730,32,34,31,33,33,,,,,,,,,,4
user823,Password!823,TX,Carroll Senior High School,Southlake,TX,3.8,2024,Spanish Language and Literature,,710,730,31,35,33,33,33,,,,,,,,,,3
user824,Password!824,NH,Hanover High School,Hanover,NH,3.8,2024,Occupational Therapist Assistant,,730,770,31,33,30,33,32,,,,,,,,,,5
user825,Password!825,WA,Bellevue High School,Bellevue,WA,3.8,2025,Legal Assistant/Paralegal,,780,760,33,34,32,33,33,,,,,,,,,,4
user826,Password!826,WI,Whitefish Bay High School,Whitefish Bay,WI,3.7,2027,Foreign Language Teacher Education,,750,760,34,33,32,33,33,,,,,,,,,,4
user827,Password!827,NY,Brooklyn Technical High School,Brooklyn,NY,3.9,2025,Agriculture,,800,830,35,32,32,33,33,,,,,,,,,,3
user828,Password!828,SC,Academic Magnet High School,North Charleston,SC,3.9,2027,Research and Experimental Psychology,,760,680,32,35,31,33,33,,,,,,,,,,4
user829,Password!829,MA,Lexington High School,Lexington,MA,3.8,2024,Mining and Mineral Engineering,,760,690,33,32,35,33,33,,,,,,,,,,4
user830,Password!830,KS,Blue Valley North High School,Overland Park,KS,4,2024,Applied Economics,,760,710,33,33,30,33,32,,,,,,,,,,5
user831,Password!831,OH,Madeira High School,Cincinnati,OH,3.8,2025,Electromechanical Technology/Electromechanical Engineering Technology,,750,770,33,33,35,33,34,,,,,,,,,,4
user832,Password!832,NC,North Carolina School of Science and Mathematics,Durham,NC,3.9,2025,Machine Tool Technology/Machinist,,750,740,30,36,32,33,33,,,,,,,,,,4
user833,Password!833,AR,Haas Hall Academy,Fayetteville,AR,3.8,2025,Legal Studies,,750,770,33,31,33,33,33,,,,,,,,,,4
user834,Password!834,AZ,BASIS Tucson North,Tucson,AZ,3.8,2025,Psychology,,750,750,30,36,36,33,34,,,,,,,,,,3
user835,Password!835,CA,Canyon Crest Academy,San Diego,CA,3.8,2024,Medical Illustration/Medical Illustrator,,710,700,34,35,35,33,34,,,,,,,,,,5
user836,Password!836,AZ,BASIS Tucson North,Tucson,AZ,3.9,2024,"Wildlife, Fish and Wildlands Science and Management",,770,750,33,30,32,33,32,,,,,,,,,,3
user837,Password!837,MI,International Academy,Bloomfield Hills,MI,3.8,2026,Medieval and Renaissance Studies,,760,740,33,33,33,33,33,,,,,,,,,,4
user838,Password!838,WI,Whitefish Bay High School,Whitefish Bay,WI,3.8,2026,Nursing Administration,,720,740,32,32,32,33,32,,,,,,,,,,5
user839,Password!839,NC,North Carolina School of Science and Mathematics,Durham,NC,3.9,2024,Financial Mathematics,,770,750,29,32,33,33,32,,,,,,,,,,3
user840,Password!840,WA,Bellevue High School,Bellevue,WA,3.8,2026,"Aerospace, Aeronautical and Astronautical/Space Engineering",,770,760,33,31,32,33,32,,,,,,,,,,5
user841,Password!841,NY,Brooklyn Technical High School,Brooklyn,NY,3.8,2024,Epidemiology,,760,750,31,32,33,33,32,,,,,,,,,,4
user842,Password!842,MN,Eagan Senior High School,Eagan,MN,3.8,2024,Learning Sciences,,830,750,32,31,36,33,33,,,,,,,,,,5
user843,Password!843,MI,International Academy,Bloomfield Hills,MI,3.9,2025,Natural Resources Management and Policy,,710,720,35,35,33,33,34,,,,,,,,,,5
user844,Password!844,MI,International Academy,Bloomfield Hills,MI,3.8,2027,Sport and Fitness Administration/Management,,740,770,33,33,32,33,33,,,,,,,,,,3
user845,Password!845,VA,McLean High School,McLean,VA,3.9,2024,Kindergarten/Preschool Education and Teaching,,730,700,34,35,32,33,34,,,,,,,,,,4
user846,Password!846,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.9,2026,Computer Programming/Programmer,,740,730,36,31,31,33,33,,,,,,,,,,4
user847,Password!847,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.9,2025,Chinese Language and Literature,,800,770,34,32,31,33,33,,,,,,,,,,5
user848,Password!848,NH,Hanover High School,Hanover,NH,3.9,2026,Environmental Studies,,730,720,33,32,35,33,33,,,,,,,,,,5
user849,Password!849,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.9,2026,Journalism,,710,760,35,32,32,33,33,,,,,,,,,,4
user850,Password!850,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.8,2026,Latin Teacher Education,,830,800,31,34,32,33,33,,,,,,,,,,4
user851,Password!851,GA,Walton High School,Marietta,GA,3.8,2027,Ceramic Arts and Ceramics,,750,720,36,33,32,33,34,,,,,,,,,,4
user852,Password!852,CA,Canyon Crest Academy,San Diego,CA,4,2024,Artificial Intelligence,,700,760,32,30,32,33,32,,,,,,,,,,4
user853,Password!853,MI,International Academy,Bloomfield Hills,MI,3.8,2025,Pharmacology,,760,750,30,36,31,33,33,,,,,,,,,,4
user854,Password!854,KY,The Gatton Academy,Bowling Green,KY,3.8,2024,Theology/Theological Studies,,710,710,31,35,32,33,33,,,,,,,,,,3
user855,Password!855,NY,Brooklyn Technical High School,Brooklyn,NY,3.8,2027,Woodworking,,710,800,32,33,32,33,33,,,,,,,,,,3
user856,Password!856,KY,The Gatton Academy,Bowling Green,KY,3.9,2024,International/Global Studies,,750,760,32,30,35,33,33,,,,,,,,,,4
user857,Password!857,GA,Walton High School,Marietta,GA,3.9,2024,Design and Applied Arts,,770,770,29,35,33,33,33,,,,,,,,,,4
user858,Password!858,AZ,BASIS Tucson North,Tucson,AZ,3.8,2024,Speech-Language Pathology/Pathologist,,720,740,32,33,36,33,34,,,,,,,,,,4
user859,Password!859,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.8,2027,Community Psychology,,670,750,34,32,32,33,33,,,,,,,,,,4
user860,Password!860,GA,Walton High School,Marietta,GA,3.8,2024,Organizational Behavior Studies,,750,710,32,33,32,33,33,,,,,,,,,,3
user861,Password!861,MO,Parkway Central High School,Chesterfield,MO,3.8,2025,Family and Consumer Economics,,750,730,35,33,31,33,33,,,,,,,,,,5
user862,Password!862,MA,Lexington High School,Lexington,MA,3.8,2024,German Studies,,750,750,30,33,32,33,32,,,,,,,,,,3
user863,Password!863,WA,Bellevue High School,Bellevue,WA,3.8,2025,Digital Arts,,750,800,30,31,32,33,32,,,,,,,,,,3
user864,Password!864,MN,Eagan Senior High School,Eagan,MN,3.8,2024,Operations Research,,720,740,31,33,33,33,33,,,,,,,,,,3
user865,Password!865,MO,Parkway Central High School,Chesterfield,MO,3.8,2026,Agricultural Communication/Journalism,,780,800,31,33,34,33,33,,,,,,,,,,5
user866,Password!866,PA,Radnor Senior High School,Radnor,PA,3.8,2024,Aeronautical/Aerospace Engineering Technology/Technician,,770,730,30,33,34,33,33,,,,,,,,,,3
user867,Password!867,KY,The Gatton Academy,Bowling Green,KY,3.8,2025,Behavioral Sciences,,750,780,32,30,35,33,33,,,,,,,,,,3
user868,Password!868,TX,Carroll Senior High School,Southlake,TX,3.8,2025,International and Intercultural Communication,,710,800,35,33,30,33,33,,,,,,,,,,4
user869,Password!869,AL,Mt Brook High School,Mountain Brook,AL,3.9,2027,Metallurgical Engineering,,730,730,32,32,33,33,33,,,,,,,,,,5
user870,Password!870,KS,Blue Valley North High School,Overland Park,KS,3.8,2024,Cytotechnology/Cytotechnologist,,700,740,32,33,30,33,32,,,,,,,,,,5
user871,Password!871,AL,Mt Brook High School,Mountain Brook,AL,3.8,2024,Special Products Marketing Operations,,720,750,31,32,33,33,32,,,,,,,,,,5
user872,Password!872,NH,Hanover High School,Hanover,NH,3.8,2026,Geological/Geophysical Engineering,,750,760,33,34,32,33,33,,,,,,,,,,5
user873,Password!873,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.9,2024,Environmental Science,,750,730,35,35,30,33,33,,,,,,,,,,4
user874,Password!874,NM,Volcano Vista High School,Albuquerque,NM,4,2024,Occupational Therapy/Therapist,,740,700,33,35,33,33,34,,,,,,,,,,3
user875,Password!875,AZ,BASIS Tucson North,Tucson,AZ,3.9,2025,Chinese Language and Literature,,760,720,32,30,34,33,32,,,,,,,,,,5
user876,Password!876,MI,International Academy,Bloomfield Hills,MI,3.8,2026,Pre-Physical Therapy Studies,,770,740,31,33,32,33,32,,,,,,,,,,4
user877,Password!877,AR,Haas Hall Academy,Fayetteville,AR,3.8,2027,Tourism and Travel Services Marketing Operations,,770,750,29,35,32,33,32,,,,,,,,,,5
user878,Password!878,SC,Academic Magnet High School,North Charleston,SC,3.9,2025,Curriculum and Instruction,,760,750,33,32,32,33,33,,,,,,,,,,4
user879,Password!879,GA,Walton High School,Marietta,GA,3.9,2027,American Government and Politics,,730,730,34,35,34,33,34,,,,,,,,,,4
user880,Password!880,KS,Blue Valley North High School,Overland Park,KS,3.9,2026,Astrophysics,,750,750,35,32,30,33,33,,,,,,,,,,3
user881,Password!881,TX,Carroll Senior High School,Southlake,TX,3.9,2026,Modern Greek Language and Literature,,720,730,33,32,33,33,33,,,,,,,,,,5
user882,Password!882,AR,Haas Hall Academy,Fayetteville,AR,3.9,2027,Fashion/Apparel Design,,770,760,32,33,32,33,33,,,,,,,,,,4
user883,Password!883,WI,Whitefish Bay High School,Whitefish Bay,WI,3.8,2024,Medical Illustration/Medical Illustrator,,730,750,31,32,33,33,32,,,,,,,,,,4
user884,Password!884,NC,North Carolina School of Science and Mathematics,Durham,NC,3.8,2027,Liberal Arts and Sciences/Liberal Studies,,730,760,32,34,32,33,33,,,,,,,,,,4
user885,Password!885,WI,Whitefish Bay High School,Whitefish Bay,WI,3.9,2026,Movement Therapy and Movement Education,,710,760,33,34,34,33,34,,,,,,,,,,3
user886,Password!886,IL,Illinois Mathematics and Science Academy,Aurora,IL,4,2024,Fine/Studio Arts,,740,740,31,33,33,33,33,,,,,,,,,,4
user887,Password!887,AL,Mt Brook High School,Mountain Brook,AL,3.8,2027,Radio and Television,,720,800,35,32,33,33,33,,,,,,,,,,4
user888,Password!888,MN,Eagan Senior High School,Eagan,MN,3.8,2024,Sports Studies,,760,750,31,32,33,33,32,,,,,,,,,,4
user889,Password!889,MN,Eagan Senior High School,Eagan,MN,3.9,2027,Agricultural Business Technology,,760,780,31,34,32,33,33,,,,,,,,,,5
user890,Password!890,NM,Volcano Vista High School,Albuquerque,NM,3.9,2026,Network and System Administration/Administrator,,750,730,33,33,35,33,34,,,,,,,,,,4
user891,Password!891,TX,Carroll Senior High School,Southlake,TX,3.9,2026,Creative Writing,,770,780,34,33,33,33,33,,,,,,,,,,4
